"Timestamp","heroku.timestamp","heroku.source","heroku.dyno","at","method","path","host","request_id","fwd","dyno","connect","service","status","bytes","protocol"
"17 Feb 2022 10:33:42.874","2022-02-17T10:33:42.60123+00:00","heroku","router","info","GET","/_next/static/chunks/4201-2f97dd5cab21fd85.js","prod-fotmob.herokuapp.com","bbe0871d-dc97-438c-8c1f-ecaa6433ec62","196.107.90.132, 102.23.98.11,64.252.101.150","web.9","1ms","5ms","200","6940","https"
"17 Feb 2022 10:33:42.885","2022-02-17T10:33:42.536946+00:00","heroku","router","info","GET","/_next/static/chunks/framework-47503b8bb4de6bb8.js","prod-fotmob.herokuapp.com","fadaeaa6-9492-4e82-b09a-60f7563b849c","196.107.90.132, 102.23.98.13,64.252.101.189","web.5","0ms","11ms","200","42841","https"
"17 Feb 2022 10:33:42.913","2022-02-17T10:33:42.757038+00:00","heroku","router","info","GET","/_next/static/chunks/1220-d68838d3c2063c39.js","prod-fotmob.herokuapp.com","9774ed82-56ba-4d70-a545-cf22fcf9b880","105.161.215.86, 82.145.208.151,64.252.87.46","web.2","0ms","3708ms","200","14895","https"
"17 Feb 2022 10:33:42.931","2022-02-17T10:33:42.661803+00:00","heroku","router","info","GET","/_next/static/4064a63c2/_buildManifest.js","prod-fotmob.herokuapp.com","ad6dd100-fa1e-4730-838c-faa1778b94b0","197.210.55.91, 102.23.96.13,64.252.84.120","web.5","0ms","3ms","200","2501","https"
"17 Feb 2022 10:33:42.955","2022-02-17T10:33:42.712909+00:00","heroku","router","info","GET","/_next/static/chunks/4459-336cef6d5d86e79b.js","prod-fotmob.herokuapp.com","38ddb6d7-f20f-411c-968b-453ca3e75c9e","102.0.26.141,64.252.101.122","web.9","0ms","5ms","200","9988","https"
"17 Feb 2022 10:33:42.955","2022-02-17T10:33:42.845318+00:00","heroku","router","info","GET","/_next/static/chunks/539-858f8f0293f46198.js","prod-fotmob.herokuapp.com","bf6d19fa-6a02-4b6e-b038-5587abd4335b","103.25.251.230,64.252.103.243","web.8","0ms","4ms","200","8398","https"
"17 Feb 2022 10:33:42.955","2022-02-17T10:33:42.725+00:00","heroku","router","info","GET","/match/3560131/matchfacts/new-england-revolution-ii-vs-fc-tucson","prod-fotmob.herokuapp.com","7849c505-bc09-4e95-8a4c-1788bda67550","40.77.167.13,64.252.71.183","web.2","0ms","5377ms","200","70886","https"
"17 Feb 2022 10:33:42.964","2022-02-17T10:33:42.629005+00:00","heroku","router","info","GET","/matches?date=20220217&sortOnClient=true","prod-fotmob.herokuapp.com","d4e2ae3f-6d5f-48b1-bfba-73b4fa288627","196.188.126.149,64.252.101.189","web.11","3ms","24ms","404","13720","https"
"17 Feb 2022 10:33:42.974","2022-02-17T10:33:42.858666+00:00","heroku","router","info","GET","/match/3676333/matchfacts/aston-villa-women-vs-manchester-united-women","prod-fotmob.herokuapp.com","5cde7d1f-7a43-4dda-8f49-21a68061dca2","207.46.13.25,64.252.72.214","web.2","0ms","4979ms","200","31623","https"
"17 Feb 2022 10:33:42.991","2022-02-17T10:33:42.71937+00:00","heroku","router","info","GET","/_next/static/chunks/3649-9cfd5ce59437af99.js","prod-fotmob.herokuapp.com","1be81394-53b2-40db-8658-c89a1a1b7b30","77.88.5.13,64.252.88.177","web.2","0ms","3721ms","200","4546","https"
"17 Feb 2022 10:33:42.995","2022-02-17T10:33:42.65555+00:00","heroku","router","info","GET","/_next/static/chunks/4593-edf01d72dec7b1c2.js","prod-fotmob.herokuapp.com","916cf391-f0d1-4d0a-9391-b701a6c05052","41.210.147.109,64.252.101.176","web.3","3ms","5ms","200","5958","https"
"17 Feb 2022 10:33:43.000","2022-02-17T10:33:42.740959+00:00","heroku","router","info","GET","/","prod-fotmob.herokuapp.com","1cd17b46-776d-4549-b5c9-672675f2fb31","138.68.19.186,64.252.72.86","web.12","0ms","961ms","200","210564","https"
"17 Feb 2022 10:33:43.009","2022-02-17T10:33:42.798718+00:00","heroku","router","info","GET","/static/img/favicon.ico","prod-fotmob.herokuapp.com","e7701df3-3fd5-46e0-97fa-e7e77ce80214","197.210.55.101, 102.23.96.12,64.252.85.4","web.9","0ms","19ms","404","13671","https"
"17 Feb 2022 10:33:43.009","2022-02-17T10:33:42.878636+00:00","heroku","router","info","GET","/_next/static/chunks/3695-6ef6cb9fce03bd1d.js","prod-fotmob.herokuapp.com","c6c7e40a-bdec-4eb1-b627-4d57fd4565da","182.1.45.53,64.252.102.107","web.7","0ms","8ms","200","21282","https"
"17 Feb 2022 10:33:43.026","2022-02-17T10:33:42.805087+00:00","heroku","router","info","GET","/_next/static/chunks/517-449f49355a8cf98d.js","prod-fotmob.herokuapp.com","c4d81fcd-2b48-46ff-a2ca-72271cce94f2","105.161.215.86, 82.145.208.151,64.252.87.46","web.2","3ms","3749ms","200","3004","https"
"17 Feb 2022 10:33:43.029","2022-02-17T10:33:42.705346+00:00","heroku","router","info","GET","/_next/static/chunks/pages/teams/%5Bid%5D/%5Btab%5D/%5B%5B...slug%5D%5D-579186d0deb8b545.js","prod-fotmob.herokuapp.com","6eece662-bd3d-4e48-9bf0-89d4d59d51b2","41.210.147.109,64.252.100.3","web.9","0ms","7ms","200","10342","https"
"17 Feb 2022 10:33:43.029","2022-02-17T10:33:42.744643+00:00","heroku","router","info","GET","/_next/static/css/49308b1030cce437.css","prod-fotmob.herokuapp.com","3f513cd0-8879-4a54-9374-4f39d7819463","182.1.45.53,64.252.104.223","web.5","0ms","6ms","200","1561","https"
"17 Feb 2022 10:33:43.043","2022-02-17T10:33:42.836504+00:00","heroku","router","info","GET","/matches?date=20220215&sortOnClient=true","prod-fotmob.herokuapp.com","e4665b2a-3252-49c9-b542-de15c5cb41a1","152.9.36.151,64.252.66.39","web.12","0ms","196ms","404","13740","https"
"17 Feb 2022 10:33:43.043","2022-02-17T10:33:42.979709+00:00","heroku","router","info","GET","/_next/static/chunks/pages/match/%5BmatchId%5D/%5Btab%5D/%5B%5B...slug%5D%5D-0d27618f4c699130.js","prod-fotmob.herokuapp.com","4562d50d-e114-435b-ba49-c22b7f104899","105.161.215.86, 82.145.208.151,64.252.87.46","web.2","1ms","2978ms","200","1307","https"
"17 Feb 2022 10:33:43.052","2022-02-17T10:33:42.806126+00:00","heroku","router","info","GET","/matches?date=20220215&sortOnClient=true","prod-fotmob.herokuapp.com","a950e1f7-4756-491a-992a-6312093a33db","66.8.238.11,64.252.71.36","web.2","0ms","3673ms","404","13740","https"
"17 Feb 2022 10:33:43.052","2022-02-17T10:33:42.918958+00:00","heroku","router","info","GET","/_next/static/chunks/framework-47503b8bb4de6bb8.js","prod-fotmob.herokuapp.com","bc99a757-014c-4ff2-8584-a1514094d683","182.1.45.53,64.252.102.205","web.10","0ms","81ms","200","42841","https"
"17 Feb 2022 10:33:43.056","2022-02-17T10:33:42.879914+00:00","heroku","router","info","GET","/_next/static/chunks/3649-9cfd5ce59437af99.js","prod-fotmob.herokuapp.com","26b86fba-a9c4-48d1-a8ab-481e996815dc","182.1.45.53,64.252.104.162","web.12","2ms","8ms","200","4542","https"
"17 Feb 2022 10:33:43.057","2022-02-17T10:33:42.761195+00:00","heroku","router","info","GET","/livescores/2315901/matchfacts/u.-mutilvera-vs-caudal-deportivo","prod-fotmob.herokuapp.com","c819a591-9bd5-4b74-a2fe-e3c2b25d9996","40.77.167.18,64.252.71.36","web.4","0ms","176ms","200","24103","https"
"17 Feb 2022 10:33:43.058","2022-02-17T10:33:42.907553+00:00","heroku","router","info","GET","/_next/static/chunks/958-b01fbbb8104011a7.js","prod-fotmob.herokuapp.com","7b9c6f75-a3ae-45cf-a7fc-d9ed1fd3958b","105.161.215.86, 82.145.208.151,64.252.88.177","web.10","0ms","82ms","200","7900","https"
"17 Feb 2022 10:33:43.073","2022-02-17T10:33:42.881138+00:00","heroku","router","info","GET","/_next/static/chunks/main-f34274785f3f028f.js","prod-fotmob.herokuapp.com","92822498-6672-4060-8634-96d03eefb76b","196.107.90.132, 102.23.98.20,64.252.101.122","web.12","0ms","9ms","200","23182","https"
"17 Feb 2022 10:33:43.084","2022-02-17T10:33:42.956727+00:00","heroku","router","info","GET","/matchDetails?matchId=3780879&ccode3=KHM&refresh=true&includeBuzzTab=true","prod-fotmob.herokuapp.com","45f49f9c-a17e-4ce8-aca5-1e2c7933a750","103.110.86.109,64.252.104.162","web.2","0ms","3783ms","404","13746","https"
"17 Feb 2022 10:33:43.086","2022-02-17T10:33:42.910827+00:00","heroku","router","info","GET","/_next/static/chunks/2602-aabcbf330a96d243.js","prod-fotmob.herokuapp.com","78483e7a-067b-4cf3-a689-890dacbde7a0","182.1.45.53,64.252.104.162","web.5","0ms","27ms","200","4383","https"
"17 Feb 2022 10:33:43.086","2022-02-17T10:33:42.900735+00:00","heroku","router","info","GET","/_next/static/chunks/webpack-8228be4288f10f5f.js","prod-fotmob.herokuapp.com","51b25d2d-913a-434b-874b-b9b828256cfa","196.107.90.132, 102.23.98.19,64.252.101.176","web.14","0ms","4ms","200","2217","https"
"17 Feb 2022 10:33:43.086","2022-02-17T10:33:42.891533+00:00","heroku","router","info","GET","/_next/static/chunks/9238-5fd26912c13ccbbb.js","prod-fotmob.herokuapp.com","5dcd025c-09ec-4731-a24f-8e162a23b519","102.0.26.141,64.252.100.3","web.12","0ms","5ms","200","10892","https"
"17 Feb 2022 10:33:43.111","2022-02-17T10:33:42.809861+00:00","heroku","router","info","GET","/match/3517565/player-match-card/1183631/fk-haugesund-vs-lillestr%C3%83%C2%B8m","prod-fotmob.herokuapp.com","d7c16fd7-c3b0-4eb1-940b-942ee99e470e","157.55.39.15,64.252.71.175","web.2","0ms","5329ms","200","96120","https"
"17 Feb 2022 10:33:43.111","2022-02-17T10:33:42.874014+00:00","heroku","router","info","GET","/_next/static/chunks/7794-aa2772c7cf3d4848.js","prod-fotmob.herokuapp.com","0e2edbe6-3ab1-4e1d-af70-f7040c573144","182.1.45.53,64.252.102.205","web.7","0ms","7ms","200","5521","https"
"17 Feb 2022 10:33:43.112","2022-02-17T10:33:42.865871+00:00","heroku","router","info","GET","/matches?date=20220226&sortOnClient=true","prod-fotmob.herokuapp.com","1095a95e-26a7-4aef-9722-7cafb4c47577","85.224.116.167,64.252.87.110","web.5","1ms","31ms","404","13725","https"
"17 Feb 2022 10:33:43.125","2022-02-17T10:33:42.916708+00:00","heroku","router","info","GET","/_next/static/chunks/6529-af6f27995bbe4a5c.js","prod-fotmob.herokuapp.com","de5bfa05-02aa-44cd-b6d3-bb414d69baf2","182.1.45.53,64.252.103.243","web.10","0ms","4ms","200","2758","https"
"17 Feb 2022 10:33:43.125","2022-02-17T10:33:42.936891+00:00","heroku","router","info","GET","/_next/static/chunks/pages/_app-2dd31f28512cc2c5.js","prod-fotmob.herokuapp.com","d02c4c64-fa40-4204-a42b-1448ea3c72af","182.1.45.53,64.252.104.223","web.8","0ms","23ms","200","130374","https"
"17 Feb 2022 10:33:43.132","2022-02-17T10:33:42.911758+00:00","heroku","router","info","GET","/_next/static/4064a63c2/_middlewareManifest.js","prod-fotmob.herokuapp.com","5ecbc394-50ef-43c5-989c-99b5a0c8e8eb","182.1.45.53,64.252.104.223","web.10","0ms","25ms","200","668","https"
"17 Feb 2022 10:33:43.132","2022-02-17T10:33:42.951675+00:00","heroku","router","info","GET","/_next/static/chunks/517-449f49355a8cf98d.js","prod-fotmob.herokuapp.com","85937397-0928-4f05-972f-45c44a724974","182.1.45.53,64.252.104.223","web.8","0ms","4ms","200","3022","https"
"17 Feb 2022 10:33:43.145","2022-02-17T10:33:42.856091+00:00","heroku","router","info","GET","/_next/static/chunks/main-f34274785f3f028f.js","prod-fotmob.herokuapp.com","a77e3241-cc8e-4ac9-8165-f09d4abb53bf","182.1.45.53,64.252.103.243","web.3","0ms","8ms","200","23182","https"
"17 Feb 2022 10:33:43.145","2022-02-17T10:33:42.810431+00:00","heroku","router","info","GET","/_next/static/chunks/517-449f49355a8cf98d.js","prod-fotmob.herokuapp.com","d4a5fee0-8d23-442c-9984-e1b55c3a41a7","77.88.5.13,64.252.88.177","web.14","0ms","9ms","200","3026","https"
"17 Feb 2022 10:33:43.146","2022-02-17T10:33:43.035004+00:00","heroku","router","info","GET","/_next/static/chunks/3171-92f054c4610cfce6.js","prod-fotmob.herokuapp.com","f47e4ce6-fd22-451a-b0d9-66b453c4bb80","41.210.147.109,64.252.101.150","web.4","1ms","99ms","200","3857","https"
"17 Feb 2022 10:33:43.152","2022-02-17T10:33:42.873479+00:00","heroku","router","info","GET","/_next/static/chunks/4201-2f97dd5cab21fd85.js","prod-fotmob.herokuapp.com","00619d9d-115d-41a1-978a-86c72a099eb2","182.1.45.53,64.252.102.205","web.4","1ms","7ms","200","6940","https"
"17 Feb 2022 10:33:43.152","2022-02-17T10:33:43.048709+00:00","heroku","router","info","GET","/_next/static/chunks/3649-9cfd5ce59437af99.js","prod-fotmob.herokuapp.com","2a4b4e84-74c8-4463-9cc3-8c8fce024f40","5.38.208.160,64.252.114.175","web.8","0ms","4ms","200","4550","https"
"17 Feb 2022 10:33:43.152","2022-02-17T10:33:43.056271+00:00","heroku","router","info","GET","/match/2774657/player-match-card/950504/undefined","prod-fotmob.herokuapp.com","4fee9533-d646-46b5-bbc2-93fc9e7db613","114.119.142.135,64.252.104.223","web.13","1ms","1890ms","200","64489","https"
"17 Feb 2022 10:33:43.163","2022-02-17T10:33:42.975916+00:00","heroku","router","info","GET","/_next/static/4064a63c2/_buildManifest.js","prod-fotmob.herokuapp.com","bc8f43f1-0729-4161-a4dd-e3bf38e52fba","176.26.243.193,64.252.83.22","web.2","0ms","3587ms","200","2505","https"
"17 Feb 2022 10:33:43.178","2022-02-17T10:33:42.842348+00:00","heroku","router","info","GET","/.well-known/apple-app-site-association","prod-fotmob.herokuapp.com","952cf812-8e9c-43b0-a05d-4036e3328c27","44.233.253.185,64.252.71.246","web.12","2ms","195ms","404","13715","https"
"17 Feb 2022 10:33:43.186","2022-02-17T10:33:42.973692+00:00","heroku","router","info","GET","/_next/static/chunks/6529-af6f27995bbe4a5c.js","prod-fotmob.herokuapp.com","5e0f1737-7d8b-4113-a973-5d2775bff804","176.26.243.193,64.252.85.246","web.2","0ms","3592ms","200","2762","https"
"17 Feb 2022 10:33:43.187","2022-02-17T10:33:42.886418+00:00","heroku","router","info","GET","/_next/static/chunks/4931-cfd0fe1dfc02c782.js","prod-fotmob.herokuapp.com","c513ccd2-a481-41a8-bdf6-247c12b621e9","182.1.45.53,64.252.103.243","web.4","0ms","18ms","200","5481","https"
